StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q1,Q24,Q29,Q33,Q12,Q13,Q14,Q9,Q10,Q11,Q15,Q16,Q17,Q28,Q18,Q19,Q20,Q22,Q23,Q21,Q26,Q27,Q_RecaptchaStatus,Q_RecaptchaError,Q_TerminateFlag,Condition,FL_7_DO
2026-05-15 01:39:11,2026-05-15 01:41:52,IP Address,194.107.161.92,100,161,True,2026-05-29 15:59:58,R_4NESzufZ3ZbzRBg,,,,,-31.9474,115.8648,anonymous,EN,1,"Yes, I agree",Somewhat agree,Somewhat disagree,Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,25 - 34,Male,complete,,,Low,FL_31
2026-05-15 02:14:40,2026-05-15 02:17:50,IP Address,194.107.161.93,100,190,True,2026-05-29 16:03:11,R_9v98q5Y9SVmUbJC,,,,,-31.9474,115.8648,anonymous,EN,1,"Yes, I agree",Strongly agree,Strongly agree,Strongly agree,Agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,35 - 44,Female,complete,,,High,FL_29
2026-05-15 04:38:08,2026-05-15 04:40:09,IP Address,194.107.161.94,100,121,True,2026-05-29 16:05:14,R_9suACy6pUiRo34S,,,,,-31.9474,115.8648,anonymous,EN,1,"Yes, I agree",Disagree,Disagree,Disagree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,25 - 34,Male,complete,,,Low,FL_31
2026-05-15 05:26:54,2026-05-15 05:29:01,IP Address,41.102.68.177,100,127,True,2026-05-07 20:44:17,R_8OO3Sy2tWqRceI1,,,,,34.919,0.1292,anonymous,EN,1,"Yes, I agree",Neither agree nor disagree,Strongly disagree,Strongly disagree,Disagree,Somewhat agree,Neither agree nor disagree,Disagree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Agree,Strongly agree,Somewhat agree,Somewhat agree,35 - 44,Male,complete,,,,BL_7Xal9DIab0HTASW
2026-05-15 08:20:03,2026-05-15 08:24:10,IP Address,172.225.253.135,100,247,True,2026-05-07 21:25:10,R_8P6GTJsPaZHn06d,,,,,52.3716,4.8883,anonymous,EN,1,"Yes, I agree",Agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,18 - 24,Female,complete,,,Low,FL_31
2026-05-15 11:10:41,2026-05-15 11:14:02,IP Address,95.96.47.162,100,201,True,2026-05-07 21:26:54,R_8iI6DtbsaO53vzz,,,,,51.9082,4.5019,anonymous,EN,1,"Yes, I agree",Agree,Agree,Agree,Agree,Agree,Somewhat disagree,Agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,Disagree,Disagree,25 - 34,Male,complete,,,High,FL_29
2026-05-15 17:29:30,2026-05-15 17:36:16,IP Address,172.225.253.131,100,406,True,2026-05-07 21:33:16,R_2cZckTBVx5YXI3v,,,,,52.3716,4.8883,anonymous,EN,1,"Yes, I agree",Strongly agree,Strongly agree,Neither agree nor disagree,Agree,Somewhat agree,Disagree,Agree,Agree,Somewhat agree,Agree,Disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat disagree,Disagree,18 - 24,Female,complete,,,High,FL_29
2026-05-15 19:12:34,2026-05-15 19:15:18,IP Address,217.105.50.235,100,164,True,2026-05-07 21:38:02,R_2sTk4rSjkovtway,,,,,52.2961,4.9549,anonymous,EN,1,"Yes, I agree",Disagree,Disagree,Disagree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Disagree,18 - 24,Female,complete,,,Low,FL_31
2026-05-15 19:17:38,2026-05-15 19:21:06,IP Address,109.38.152.173,100,208,True,2026-05-07 21:39:06,R_8IBf432pfgNRYUR,,,,,52.3716,4.8883,anonymous,EN,0.800000011920929,"Yes, I agree",Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Somewhat agree,Somewhat agree,Disagree,Disagree,Disagree,18 - 24,Female,complete,,,High,FL_29
2026-05-15 23:14:21,2026-05-15 23:17:29,IP Address,77.175.33.153,100,188,True,2026-05-07 21:46:49,R_8zNJZv9XQSIFnd6,,,,,52.3975,4.9278,anonymous,EN,1,"Yes, I agree",Agree,Disagree,Disagree,Agree,Neither agree nor disagree,Somewhat agree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Disagree,Somewhat agree,Disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,18 - 24,Female,complete,,,High,FL_29
2026-05-16 01:07:57,2026-05-16 01:11:40,IP Address,84.29.15.173,100,223,True,2026-05-07 21:46:49,R_8u25e5c5OkYtn7H,,,,,52.3045,4.8656,anonymous,EN,1,"Yes, I agree",Strongly agree,Disagree,Somewhat agree,Strongly agree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,18 - 24,Female,complete,,,High,FL_29
2026-05-16 04:03:14,2026-05-16 04:04:24,IP Address,89.205.202.227,100,70,True,2026-05-07 21:48:28,R_8C7r1QxHWoxH1IJ,,,,,52.3824,4.8995,anonymous,EN,1,"Yes, I agree",Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,Strongly disagree,Strongly disagree,Agree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Strongly agree,Agree,18 - 24,Male,complete,,,Low,FL_31
2026-05-16 05:23:02,2026-05-16 05:25:44,IP Address,195.240.243.97,100,162,True,2026-05-07 21:52:56,R_2O20XZnWZjGGn4d,,,,,51.9188,4.4721,anonymous,EN,1,"Yes, I agree",Disagree,Strongly disagree,Disagree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Disagree,Disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Disagree,Disagree,18 - 24,Female,complete,,,Low,FL_31
2026-05-16 07:06:52,2026-05-16 07:18:57,IP Address,172.225.253.140,100,725,True,2026-05-07 21:54:41,R_2tnZJvtCAjtwBst,,,,,52.3716,4.8883,anonymous,EN,1,"Yes, I agree",Somewhat disagree,Somewhat disagree,Somewhat disagree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Disagree,Somewhat disagree,Disagree,25 - 34,Female,complete,,,Low,FL_31
2026-05-16 07:56:47,2026-05-16 08:31:09,IP Address,86.83.141.166,100,2062,True,2026-05-07 22:00:50,R_2mmhfADx6dfzK0q,,,,,52.3252,4.9711,anonymous,EN,1,"Yes, I agree",Neither agree nor disagree,Neither agree nor disagree,Disagree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,25 - 34,Female,complete,,,Low,FL_31
2026-05-16 08:32:55,2026-05-16 08:37:26,IP Address,82.75.17.127,100,271,True,2026-05-07 22:27:59,R_2LXC127FroAB1f4,,,,,52.2023,4.6355,anonymous,EN,1,"Yes, I agree",Agree,Agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Disagree,Disagree,Disagree,18 - 24,Female,complete,,,High,FL_29
2026-05-16 10:56:36,2026-05-16 10:59:33,IP Address,94.210.87.139,100,177,True,2026-05-07 23:51:40,R_8pcilvrdYHbHpkJ,,,,,52.6531,5.0939,anonymous,EN,1,"Yes, I agree",Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Somewhat disagree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Disagree,Disagree,18 - 24,Male,complete,,,High,FL_29
2026-05-16 13:17:06,2026-05-16 13:21:05,IP Address,86.104.22.63,100,239,True,2026-05-08 10:26:01,R_8rC5DXduqF7bio1,,,,,52.3716,4.8883,anonymous,EN,1,"Yes, I agree",Disagree,Disagree,Disagree,Agree,Agree,Agree,Somewhat disagree,Somewhat disagree,Agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Disagree,Somewhat disagree,Agree,Somewhat agree,Somewhat disagree,18 - 24,Female,complete,,,Low,FL_31
2026-05-16 14:57:47,2026-05-16 15:00:38,IP Address,188.90.57.124,100,171,True,2026-05-08 10:38:03,R_8QlejqA6ctu92Iw,,,,,52.3933,5.2669,anonymous,EN,0.800000011920929,"Yes, I agree",Agree,Somewhat agree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat disagree,Disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Disagree,18 - 24,Female,complete,,,High,FL_29
2026-05-16 15:40:38,2026-05-16 15:46:03,IP Address,57.133.52.156,100,325,True,2026-05-08 11:00:18,R_2s55nNnaqzA4DFf,,,,,52.3716,4.8883,anonymous,EN,1,"Yes, I agree",Somewhat agree,Somewhat disagree,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Agree,Somewhat agree,Somewhat agree,Somewhat disagree,Disagree,Somewhat disagree,25 - 34,Female,complete,,,Low,FL_31
2026-05-16 17:00:46,2026-05-16 17:08:24,IP Address,104.28.30.78,100,458,True,2026-05-08 11:57:53,R_8EYlbQH0pX6Ri2R,,,,,52.3716,4.8883,anonymous,EN,1,"Yes, I agree",Agree,Strongly agree,Somewhat agree,Strongly agree,Agree,Strongly agree,Strongly agree,Somewhat agree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Disagree,Strongly disagree,Disagree,18 - 24,Female,complete,,,High,FL_29
2026-05-16 18:16:46,2026-05-16 18:19:27,IP Address,217.103.246.252,100,161,True,2026-05-08 12:06:43,R_2B5RXNmmcwc8Tvb,,,,,51.9191,4.4414,anonymous,EN,1,"Yes, I agree",Neither agree nor disagree,Strongly disagree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,25 - 34,Male,complete,,,Low,FL_31
2026-05-16 21:52:47,2026-05-16 21:54:44,IP Address,145.109.175.249,100,117,True,2026-05-08 13:24:05,R_2FLtPKIWuGltOQj,,,,,52.4642,4.6102,anonymous,EN,1,"Yes, I agree",Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Agree,Agree,18 - 24,Female,complete,,,Low,FL_31
2026-05-16 23:01:13,2026-05-16 23:04:09,IP Address,92.108.208.115,100,176,True,2026-05-08 13:31:10,R_8oz1aJ9MlZw5fxu,,,,,52.3555,5.0003,anonymous,EN,1,"Yes, I agree",Somewhat disagree,Strongly disagree,Strongly disagree,Agree,Neither agree nor disagree,Disagree,Agree,Agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Agree,Strongly agree,Disagree,Agree,Disagree,25 - 34,Male,complete,,,Low,FL_31
2026-05-16 23:35:03,2026-05-16 23:38:31,IP Address,94.157.251.249,100,208,True,2026-05-08 14:38:02,R_87z0hciZEt2aDSN,,,,,52.4982,4.939,anonymous,EN,1,"Yes, I agree",Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,18 - 24,Female,complete,,,High,FL_29
2026-05-17 00:06:34,2026-05-17 00:09:24,IP Address,145.108.79.201,100,170,True,2026-05-08 14:44:04,R_8wSwAeFjqvPLic2,,,,,52.3746,4.8552,anonymous,EN,1,"Yes, I agree",Somewhat disagree,Disagree,Disagree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Agree,Agree,Disagree,Disagree,25 - 34,Female,complete,,,Low,FL_31
2026-05-17 03:41:38,2026-05-17 03:45:03,IP Address,82.170.187.148,100,205,True,2026-05-08 14:45:23,R_8i8vq4sHefM33qS,,,,,52.3179,4.9521,anonymous,EN,1,"Yes, I agree",Somewhat agree,Agree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Somewhat agree,Disagree,Somewhat disagree,25 - 34,Male,complete,,,High,FL_29
2026-05-17 03:53:17,2026-05-17 03:58:38,IP Address,186.179.163.111,100,321,True,2026-05-08 15:34:43,R_7fC25hlX3epwEES,,,,,5.8667,-55.1642,anonymous,EN,1,"Yes, I agree",Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,Strongly agree,Agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Agree,Agree,Somewhat disagree,Somewhat disagree,35 - 44,Female,complete,,,High,FL_29
2026-05-17 04:34:24,2026-05-17 04:40:13,IP Address,172.225.252.210,100,349,True,2026-05-08 15:57:44,R_87Wr4jZqz27AQoe,,,,,52.3716,4.8883,anonymous,EN,1,"Yes, I agree",Agree,Agree,Agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Agree,Agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Somewhat disagree,Disagree,Disagree,18 - 24,Male,complete,,,High,FL_29
2026-05-17 08:14:46,2026-05-17 08:19:09,IP Address,217.120.7.18,100,263,True,2026-05-08 17:22:34,R_2D1SGxCumlIUTJC,,,,,52.4363,4.8277,anonymous,EN,1,"Yes, I agree",Disagree,Disagree,Disagree,Agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,45 - 54,Female,complete,,,Low,FL_31
2026-05-17 08:19:57,2026-05-18 03:19:56,IP Address,94.209.98.177,100,68399,True,2026-05-08 17:55:53,R_8MKyMSdsU6KjXlB,,,,,52.3481,4.6015,anonymous,EN,0.89999997615814209,"Yes, I agree",Agree,Somewhat agree,Somewhat disagree,Agree,Agree,Somewhat agree,Strongly agree,Agree,Agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,18 - 24,Male,complete,,,High,FL_29
2026-05-17 12:23:19,2026-05-17 12:25:21,IP Address,213.124.209.8,100,122,True,2026-05-08 20:51:54,R_2rTxmxCtpjgjFvZ,,,,,52.36,4.8084,anonymous,EN,1,"Yes, I agree",Agree,Somewhat disagree,Disagree,Agree,Agree,Neither agree nor disagree,Agree,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,18 - 24,Female,complete,,,High,FL_29
2026-05-17 15:21:36,2026-05-17 15:25:12,IP Address,104.28.30.79,100,216,True,2026-05-09 02:39:36,R_8lrCZf9JGtcVeZX,,,,,52.3716,4.8883,anonymous,EN,1,"Yes, I agree",Agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,25 - 34,Male,complete,,,High,FL_29
2026-05-17 17:04:11,2026-05-17 17:07:04,IP Address,94.157.207.87,100,173,True,2026-05-09 12:48:18,R_8PdJBnZjXsJdQeR,,,,,52.3672,4.918,anonymous,EN,0.800000011920929,"Yes, I agree",Somewhat agree,Strongly disagree,Disagree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Disagree,Somewhat agree,Somewhat agree,Somewhat agree,18 - 24,Female,complete,,,Low,FL_31
2026-05-17 17:04:47,2026-05-17 17:10:37,IP Address,178.231.202.223,100,350,True,2026-05-09 13:41:37,R_83cZircOJePrclS,,,,,51.9179,4.4901,anonymous,EN,1,"Yes, I agree",Agree,Disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Disagree,Neither agree nor disagree,Disagree,Somewhat agree,Disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,25 - 34,Female,complete,,,High,FL_29
2026-05-17 19:24:59,2026-05-17 19:27:59,IP Address,104.28.30.80,100,180,True,2026-05-11 12:36:21,R_8goqEwBuXKrGP4V,,,,,52.3716,4.8883,anonymous,EN,1,"Yes, I agree",Neither agree nor disagree,Strongly disagree,Strongly disagree,Agree,Agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,18 - 24,Female,complete,,,Low,FL_31
2026-05-17 19:53:35,2026-05-17 19:55:48,IP Address,89.200.43.121,100,133,True,2026-05-11 20:06:01,R_8FQy49ET53f1gEJ,,,,,51.9235,4.4813,anonymous,EN,1,"Yes, I agree",Agree,Agree,Somewhat disagree,Agree,Agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Disagree,18 - 24,Female,complete,,,High,FL_29
2026-05-17 22:07:44,2026-05-17 22:11:40,IP Address,80.112.166.229,100,236,True,2026-05-11 21:11:02,R_2jsGifNGShrwEwx,,,,,52.3179,4.9521,anonymous,EN,1,"Yes, I agree",Strongly agree,Strongly agree,Somewhat agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,18 - 24,Female,complete,,,High,FL_29
2026-05-17 23:06:22,2026-05-17 23:08:31,IP Address,178.231.185.144,100,129,True,2026-05-12 00:53:18,R_2CmrNgxuss7IoWm,,,,,52.3746,4.8552,anonymous,EN,1,"Yes, I agree",Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Agree,Somewhat agree,Somewhat agree,Somewhat disagree,Disagree,Disagree,25 - 34,Female,complete,,,Low,FL_31
2026-05-18 00:14:41,2026-05-18 00:20:11,IP Address,77.63.9.42,100,330,True,2026-05-13 18:08:03,R_8QggzcEe7mrOz1g,,,,,52.3824,4.8995,anonymous,EN,1,"Yes, I agree",Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Somewhat disagree,Neither agree nor disagree,Disagree,Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,18 - 24,Female,complete,,,High,FL_29
2026-05-18 01:41:20,2026-05-18 01:43:53,IP Address,92.108.208.116,100,153,True,2026-05-14 16:49:17,R_8q1c9iX47SlOgiR,,,,,52.3555,5.0003,anonymous,EN,1,"Yes, I agree",Disagree,Disagree,Disagree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Agree,Somewhat agree,Somewhat agree,Somewhat disagree,Disagree,Disagree,18 - 24,Female,complete,,,Low,FL_31
2026-05-18 03:30:50,2026-05-18 03:33:43,IP Address,92.108.208.117,100,173,True,2026-05-14 16:49:29,R_2suJcwQb6WTldJu,,,,,52.3555,5.0003,anonymous,EN,1,"Yes, I agree",Disagree,Disagree,Strongly disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Agree,Agree,Agree,Somewhat agree,Disagree,25 - 34,Male,complete,,,Low,FL_31
2026-05-18 07:21:11,2026-05-18 07:22:48,IP Address,92.108.208.118,100,97,True,2026-05-14 16:51:15,R_2kPN1kf68OM17Mt,,,,,52.3555,5.0003,anonymous,EN,1,"Yes, I agree",Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Somewhat agree,Disagree,18 - 24,Female,complete,,,High,FL_29
2026-05-18 09:06:25,2026-05-18 09:07:01,IP Address,81.207.12.187,19,36,False,2026-05-15 14:42:46,R_28ZNzS7db0TCbl6,,,,,52.3294,4.8739,anonymous,EN,1,"Yes, I agree",,,,,,,,,,,,,,,,,,,,,,complete,,,Low,FL_31
2026-05-18 10:09:27,2026-05-18 10:10:06,IP Address,89.205.241.219,19,39,False,2026-05-15 15:51:21,R_8YXllx4PwekB0vI,,,,,52.3824,4.8995,anonymous,EN,0.800000011920929,"Yes, I agree",,,,,,,,,,,,,,,,,,,,,,complete,,,Low,FL_31
2026-05-18 10:35:28,2026-05-18 10:35:43,IP Address,31.161.185.180,19,15,False,2026-05-15 17:56:33,R_2xxJwkHwMfGcTT3,,,,,52.3824,4.8995,anonymous,EN,0.800000011920929,"Yes, I agree",,,,,,,,,,,,,,,,,,,,,,complete,,,High,FL_29
2026-05-18 11:43:58,2026-05-18 11:44:12,IP Address,178.197.219.194,19,14,False,2026-05-15 19:35:10,R_8tnegqSchbmywES,,,,,47.3976,8.5442,anonymous,EN,0.89999997615814209,"Yes, I agree",,,,,,,,,,,,,,,,,,,,,,complete,,,Low,FL_31
2026-05-18 11:59:55,2026-05-18 14:44:11,IP Address,87.208.80.89,54,9856,False,2026-05-15 19:38:30,R_8CD6NQTYOkQIB7C,,,,,52.0901,4.3361,anonymous,EN,1,"Yes, I agree",Somewhat agree,Agree,Neither agree nor disagree,Disagree,Somewhat agree,Somewhat agree,Agree,Strongly agree,Strongly agree,,,,,,,,,,,,,complete,,,High,FL_29
2026-05-18 13:31:51,2026-05-18 13:32:14,IP Address,188.207.75.161,19,23,False,2026-05-15 20:46:23,R_8w6wN5s4QTtFdDv,,,,,52.3824,4.8995,anonymous,EN,0.800000011920929,"Yes, I agree",,,,,,,,,,,,,,,,,,,,,,complete,,,Low,FL_31
2026-05-18 15:09:30,2026-05-18 15:09:54,IP Address,188.207.113.32,19,24,False,2026-05-16 02:21:46,R_8rCxHVhVHN3BPG3,,,,,52.3824,4.8995,anonymous,EN,0.800000011920929,"Yes, I agree",,,,,,,,,,,,,,,,,,,,,,complete,,,Low,FL_31
2026-05-18 16:17:15,2026-05-21 16:10:07,IP Address,178.230.51.158,65,258772,False,2026-05-18 12:11:46,R_2GVOiQ3NGiQSLst,,,,,52.0632,4.3188,anonymous,EN,1,"Yes, I agree",Agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,,,,,,,,,,complete,,,High,FL_29
2026-05-18 17:13:39,2026-05-18 17:17:36,IP Address,85.145.105.189,100,237,True,2026-05-18 21:10:51,R_8PIh1E0h1Mr2qbZ,,,,,52.4092,4.911,anonymous,EN,1,"Yes, I agree",Agree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Disagree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Disagree,Disagree,Somewhat agree,Strongly disagree,Strongly disagree,18 - 24,Female,complete,,,High,FL_29
2026-05-18 18:11:16,2026-05-18 18:16:11,IP Address,86.104.23.161,100,295,True,2026-05-18 21:12:06,R_2CjsWr6mRxXIZcF,,,,,52.3716,4.8883,anonymous,EN,1,"Yes, I agree",Somewhat disagree,Disagree,Disagree,Agree,Strongly agree,Agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Agree,Somewhat agree,Somewhat agree,Disagree,Disagree,Disagree,18 - 24,Female,complete,,,Low,FL_31
2026-05-18 18:13:26,2026-05-18 18:16:07,IP Address,80.112.142.78,100,161,True,2026-05-18 21:12:33,R_217hr6TU9DbTrHe,,,,,52.3066,4.8812,anonymous,EN,1,"Yes, I agree",Somewhat agree,Disagree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat agree,Disagree,Disagree,Somewhat disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Disagree,Disagree,Agree,Somewhat agree,Somewhat disagree,18 - 24,Male,complete,,,Low,FL_31
